1	1750567	i was excited to try.an eye pleasing bottle, on opening i was dissapointed with the smell of the	negatif
2	5095054	product smells like hair dye, second, it gets everywhere and third, it is super difficult to blend. oh and	negatif
3	15944768	at all and the scent of "toffee" is an artificial non-organic scent. i will never buy it again! yuck!	negatif
4	12932433	it did not work. i did not like the smell of it either. i is a harsh product also. it left my skin	negatif
5	4813618	bad smell, tangled hair.  i hated this shampoo and conditioner and the spray. ugh! the smell was	negatif
6	5263200	regret ever walking out of the store with this product. first of all , the scent of the product while	negatif
7	5265724	this set smells exactly like a christmas tree. i don't mind the scent in a candle around the	negatif
8	1911148	another and found it was the same, almost runny with a different scent. i have been using for years, but	negatif
9	7420128	same time, not to mention how it smells like playdough. it is so, so, so difficult to blend out and	negatif
10	20089840	i tried this one time and i absolutely disliked it. the smell and taste was unpleasant and the	negatif
11	14708768	i don't like it. it does not moisturize as my need. i am allergic to the smell. it is cheap but i	negatif
12	5041171	this product has a divine smell... that's about it! honestly, i thought this balm would become my	negatif
13	26016717	thought they sent sample version by mistake. too expensive for a small dried out product. very	negatif
14	4998271	this scent on my wrist .and smelled nothing. i tried the other wrist. still nothing, but a hint of	negatif
15	5614306	as compared to other cleansers i have used. also, it smells like black licorice to me and that is a	negatif
16	1555952	unnatural and smells like paint. i'm returning as soon as i can and getting a pencil	negatif
17	26543922	nope broke me out, super heavy for a few mins and oily. smell is distracting.	negatif
18	1321283	this dolce is fake, i went to macy\x92s and got a bottle to compare, because the scent didn\x92t last an	negatif
19	19663604	looking for moisture? look elsewhere. weird fragrances, not moisturizing at all. like something	negatif
20	3068286	the actual smell if fine but the small amount of actual fragrance disappears from my skin in	negatif
21	7521705	i can't stand the overwhelming smell of this primer. i was so excited to try it, but it was a huge	negatif
22	26015415	not for me, smell and texture was unpleasant.	negatif
23	13383847	i did not like these wipes. i really enjoy other products on the grapefruit line but the smell is	negatif
24	14487688	carmex has always made my lips burn, and i hate the overly chemical smell of it. hard pass.	negatif
25	7256080	worst setting spray i've ever used. gave absolutely no setting power and smelled terrible. it made	negatif
26	6037551	skinned individuals nor those with hypersensitivity. the odor was a bit like alcohol and it made my left	negatif
27	7916575	it makes my hair really greasy and i hate the smell! my sister swears by it, but i don't get it!	negatif
28	19678951	ingredients and it does have a heavy scent. second, it left a greasy feeling. if you're looking for a silicone	negatif
29	1937808	it smells like cat pee. it holds but i could never get past the smell	negatif
30	18890161	hate this product this wear feeling of tightness on my skin and smells so bad. also takes so long	negatif
31	1844011	dries quickly,not greasy bad odor,uneven tan want the worst self tan ever? buy this! i've used it	negatif
32	12192427	this. the perfumes inside the shampoo really makes my head itch	negatif
33	5616730	to put it on my face. that candy smell is not natural- it's added fragrance and lots of it. i looked	negatif
34	5476197	this is purely subjective but i cannot stand the smell of this perfume. i didn't get a strong rose	negatif
35	5155795	ehh, it could be a lot better. once the scent sets it smells decent.	negatif
36	20359331	this really should be given to children. the consistency is waxy and the flavor is awful! it's cheaply	negatif
37	13244834	aren't what i was hoping for 10 minutes of suffering not only with the burning but the smell? i would not	negatif
